week,n,value,parameter,percentile,paper
39,,7.7,FL,90,lindstrom2020
40,,7.8,FL,90,lindstrom2020
41,,8.0,FL,90,lindstrom2020
42,,8.2,FL,90,lindstrom2020
12,,0.8,FL,95,lindstrom2020
13,,1.0,FL,95,lindstrom2020
14,,1.4,FL,95,lindstrom2020
15,,1.7,FL,95,lindstrom2020
16,,2.0,FL,95,lindstrom2020
17,,2.4,FL,95,lindstrom2020
18,,2.7,FL,95,lindstrom2020
19,,3.1,FL,95,lindstrom2020
20,,3.4,FL,95,lindstrom2020
21,,3.7,FL,95,lindstrom2020
22,,4.0,FL,95,lindstrom2020
23,,4.3,FL,95,lindstrom2020
24,,4.6,FL,95,lindstrom2020
25,,4.9,FL,95,lindstrom2020
26,,5.1,FL,95,lindstrom2020
27,,5.4,FL,95,lindstrom2020
28,,5.6,FL,95,lindstrom2020
29,,5.8,FL,95,lindstrom2020
30,,6.1,FL,95,lindstrom2020
31,,6.3,FL,95,lindstrom2020
32,,6.5,FL,95,lindstrom2020
33,,6.7,FL,95,lindstrom2020
34,,6.9,FL,95,lindstrom2020
35,,7.1,FL,95,lindstrom2020
36,,7.2,FL,95,lindstrom2020
37,,7.4,FL,95,lindstrom2020
38,,7.6,FL,95,lindstrom2020
39,,7.8,FL,95,lindstrom2020
40,,8.0,FL,95,lindstrom2020
41,,8.1,FL,95,lindstrom2020
42,,8.3,FL,95,lindstrom2020
12,,0.8,FL,97c5,lindstrom2020
13,,1.1,FL,97c5,lindstrom2020
14,,1.4,FL,97c5,lindstrom2020
15,,1.7,FL,97c5,lindstrom2020
16,,2.1,FL,97c5,lindstrom2020
17,,2.4,FL,97c5,lindstrom2020
18,,2.8,FL,97c5,lindstrom2020
19,,3.1,FL,97c5,lindstrom2020
20,,3.4,FL,97c5,lindstrom2020
21,,3.8,FL,97c5,lindstrom2020
22,,4.1,FL,97c5,lindstrom2020
23,,4.4,FL,97c5,lindstrom2020
24,,4.7,FL,97c5,lindstrom2020
25,,4.9,FL,97c5,lindstrom2020
26,,5.2,FL,97c5,lindstrom2020
27,,5.4,FL,97c5,lindstrom2020
28,,5.7,FL,97c5,lindstrom2020
29,,5.9,FL,97c5,lindstrom2020
30,,6.1,FL,97c5,lindstrom2020
31,,6.4,FL,97c5,lindstrom2020
32,,6.6,FL,97c5,lindstrom2020
33,,6.8,FL,97c5,lindstrom2020
34,,7.0,FL,97c5,lindstrom2020
35,,7.2,FL,97c5,lindstrom2020
36,,7.3,FL,97c5,lindstrom2020
37,,7.5,FL,97c5,lindstrom2020
38,,7.7,FL,97c5,lindstrom2020
39,,7.9,FL,97c5,lindstrom2020
40,,8.1,FL,97c5,lindstrom2020
41,,8.2,FL,97c5,lindstrom2020
42,,8.4,FL,97c5,lindstrom2020
20,,4.4,BPD,5,munim2012
21,,4.7,BPD,5,munim2012
22,,4.8,BPD,5,munim2012
23,,5.3,BPD,5,munim2012
24,,5.7,BPD,5,munim2012
25,,6.0,BPD,5,munim2012
26,,6.2,BPD,5,munim2012
27,,6.5,BPD,5,munim2012
28,,7.0,BPD,5,munim2012
29,,7.1,BPD,5,munim2012
30,,7.4,BPD,5,munim2012
31,,7.6,BPD,5,munim2012
32,,7.8,BPD,5,munim2012
33,,8.0,BPD,5,munim2012
34,,8.3,BPD,5,munim2012
35,,8.3,BPD,5,munim2012
36,,8.5,BPD,5,munim2012
37,,8.6,BPD,5,munim2012
38,,8.7,BPD,5,munim2012
39,,9.0,BPD,5,munim2012
20,,4.5,BPD,10,munim2012
21,,4.9,BPD,10,munim2012
22,,5.1,BPD,10,munim2012
23,,5.4,BPD,10,munim2012
24,,5.8,BPD,10,munim2012
25,,6.1,BPD,10,munim2012
26,,6.5,BPD,10,munim2012
27,,6.7,BPD,10,munim2012
28,,7.0,BPD,10,munim2012
29,,7.3,BPD,10,munim2012
30,,7.4,BPD,10,munim2012
31,,7.8,BPD,10,munim2012
32,,7.9,BPD,10,munim2012
33,,8.2,BPD,10,munim2012
34,,8.4,BPD,10,munim2012
35,,8.3,BPD,10,munim2012
36,,8.7,BPD,10,munim2012
37,,8.7,BPD,10,munim2012
38,,8.9,BPD,10,munim2012
39,,9.1,BPD,10,munim2012
20,,4.8,BPD,50,munim2012
21,,5.1,BPD,50,munim2012
22,,5.5,BPD,50,munim2012
23,,5.8,BPD,50,munim2012
24,,6.0,BPD,50,munim2012
25,,6.4,BPD,50,munim2012
26,,6.7,BPD,50,munim2012
27,,7.0,BPD,50,munim2012
28,,7.3,BPD,50,munim2012
29,,7.6,BPD,50,munim2012
30,,7.8,BPD,50,munim2012
31,,8.0,BPD,50,munim2012
32,,8.2,BPD,50,munim2012
33,,8.4,BPD,50,munim2012
34,,8.6,BPD,50,munim2012
35,,8.8,BPD,50,munim2012
36,,9.0,BPD,50,munim2012
37,,9.1,BPD,50,munim2012
38,,9.2,BPD,50,munim2012
39,,9.3,BPD,50,munim2012
20,,5.1,BPD,90,munim2012
21,,5.4,BPD,90,munim2012
22,,5.7,BPD,90,munim2012
23,,6.1,BPD,90,munim2012
24,,6.4,BPD,90,munim2012
25,,6.6,BPD,90,munim2012
26,,7.1,BPD,90,munim2012
27,,7.4,BPD,90,munim2012
28,,7.6,BPD,90,munim2012
29,,7.9,BPD,90,munim2012
30,,8.3,BPD,90,munim2012
31,,8.4,BPD,90,munim2012
32,,8.6,BPD,90,munim2012
33,,8.9,BPD,90,munim2012
34,,9.0,BPD,90,munim2012
35,,9.1,BPD,90,munim2012
36,,9.3,BPD,90,munim2012
37,,9.5,BPD,90,munim2012
38,,9.6,BPD,90,munim2012
39,,9.7,BPD,90,munim2012
20,,5.2,BPD,95,munim2012
21,,5.5,BPD,95,munim2012
22,,5.9,BPD,95,munim2012
23,,6.2,BPD,95,munim2012
24,,6.5,BPD,95,munim2012
25,,6.8,BPD,95,munim2012
26,,7.4,BPD,95,munim2012
27,,7.4,BPD,95,munim2012
28,,7.7,BPD,95,munim2012
29,,8.0,BPD,95,munim2012
30,,8.5,BPD,95,munim2012
31,,8.6,BPD,95,munim2012
32,,8.7,BPD,95,munim2012
33,,9.0,BPD,95,munim2012
34,,9.2,BPD,95,munim2012
35,,9.4,BPD,95,munim2012
36,,9.6,BPD,95,munim2012
37,,9.6,BPD,95,munim2012
38,,9.6,BPD,95,munim2012
39,,9.8,BPD,95,munim2012
20,,15.9,HC,5,munim2012
21,,17.2,HC,5,munim2012
22,,17.6,HC,5,munim2012
23,,19.5,HC,5,munim2012
24,,20.3,HC,5,munim2012
25,,21.3,HC,5,munim2012
26,,22.6,HC,5,munim2012
27,,23.4,HC,5,munim2012
28,,24.9,HC,5,munim2012
29,,25.9,HC,5,munim2012
30,,26.4,HC,5,munim2012
31,,27.2,HC,5,munim2012
32,,27.8,HC,5,munim2012
33,,28.4,HC,5,munim2012
34,,29.4,HC,5,munim2012
35,,29.2,HC,5,munim2012
36,,30.3,HC,5,munim2012
37,,30.5,HC,5,munim2012
38,,30.9,HC,5,munim2012
39,,31.6,HC,5,munim2012
20,,16.4,HC,10,munim2012
21,,17.6,HC,10,munim2012
22,,18.5,HC,10,munim2012
23,,20.3,HC,10,munim2012
24,,20.9,HC,10,munim2012
25,,22.1,HC,10,munim2012
26,,23.7,HC,10,munim2012
27,,24.2,HC,10,munim2012
28,,25.2,HC,10,munim2012
29,,26.2,HC,10,munim2012
30,,26.7,HC,10,munim2012
31,,27.6,HC,10,munim2012
32,,28.2,HC,10,munim2012
33,,28.9,HC,10,munim2012
34,,29.5,HC,10,munim2012
35,,29.7,HC,10,munim2012
36,,30.6,HC,10,munim2012
37,,30.9,HC,10,munim2012
38,,31.1,HC,10,munim2012
39,,31.9,HC,10,munim2012
20,,17.8,HC,50,munim2012
21,,18.8,HC,50,munim2012
22,,20.3,HC,50,munim2012
23,,21.3,HC,50,munim2012
24,,22.5,HC,50,munim2012
25,,23.7,HC,50,munim2012
26,,24.7,HC,50,munim2012
27,,25.8,HC,50,munim2012
28,,26.9,HC,50,munim2012
29,,27.6,HC,50,munim2012
30,,28.4,HC,50,munim2012
31,,29.4,HC,50,munim2012
32,,30.1,HC,50,munim2012
33,,30.5,HC,50,munim2012
34,,31.4,HC,50,munim2012
35,,31.6,HC,50,munim2012
36,,32.6,HC,50,munim2012
37,,33.1,HC,50,munim2012
38,,33.0,HC,50,munim2012
39,,33.4,HC,50,munim2012
20,,18.7,HC,90,munim2012
21,,19.8,HC,90,munim2012
22,,21.3,HC,90,munim2012
23,,22.3,HC,90,munim2012
24,,23.4,HC,90,munim2012
25,,24.5,HC,90,munim2012
26,,26.0,HC,90,munim2012
27,,27.0,HC,90,munim2012
28,,27.9,HC,90,munim2012
29,,28.9,HC,90,munim2012
30,,29.6,HC,90,munim2012
31,,30.3,HC,90,munim2012
32,,31.0,HC,90,munim2012
33,,31.8,HC,90,munim2012
34,,32.4,HC,90,munim2012
35,,32.9,HC,90,munim2012
36,,33.5,HC,90,munim2012
37,,34.0,HC,90,munim2012
38,,34.3,HC,90,munim2012
39,,34.8,HC,90,munim2012
20,,18.9,HC,95,munim2012
21,,20.0,HC,95,munim2012
22,,21.8,HC,95,munim2012
23,,22.3,HC,95,munim2012
24,,23.6,HC,95,munim2012
25,,24.6,HC,95,munim2012
26,,27.5,HC,95,munim2012
27,,27.2,HC,95,munim2012
28,,28.1,HC,95,munim2012
29,,29.1,HC,95,munim2012
30,,30.0,HC,95,munim2012
31,,30.7,HC,95,munim2012
32,,31.2,HC,95,munim2012
33,,32.2,HC,95,munim2012
34,,32.8,HC,95,munim2012
35,,33.1,HC,95,munim2012
36,,33.8,HC,95,munim2012
37,,34.3,HC,95,munim2012
38,,34.6,HC,95,munim2012
39,,35.0,HC,95,munim2012
20,,13.6,AC,5,munim2012
21,,14.6,AC,5,munim2012
22,,15.1,AC,5,munim2012
23,,17.9,AC,5,munim2012
24,,18.1,AC,5,munim2012
25,,18.7,AC,5,munim2012
26,,19.8,AC,5,munim2012
27,,21.0,AC,5,munim2012
28,,21.8,AC,5,munim2012
29,,22.5,AC,5,munim2012
30,,23.4,AC,5,munim2012
31,,24.3,AC,5,munim2012
32,,25.3,AC,5,munim2012
33,,25.9,AC,5,munim2012
34,,26.7,AC,5,munim2012
35,,27.3,AC,5,munim2012
36,,28.1,AC,5,munim2012
37,,28.2,AC,5,munim2012
38,,28.1,AC,5,munim2012
39,,29.5,AC,5,munim2012
20,,13.8,AC,10,munim2012
21,,15.1,AC,10,munim2012
22,,15.9,AC,10,munim2012
23,,16.8,AC,10,munim2012
24,,18.4,AC,10,munim2012
25,,18.8,AC,10,munim2012
26,,20.6,AC,10,munim2012
27,,21.4,AC,10,munim2012
28,,22.6,AC,10,munim2012
29,,22.8,AC,10,munim2012
30,,23.8,AC,10,munim2012
31,,25.0,AC,10,munim2012
32,,25.9,AC,10,munim2012
33,,26.4,AC,10,munim2012
34,,27.0,AC,10,munim2012
35,,27.9,AC,10,munim2012
36,,28.9,AC,10,munim2012
37,,29.4,AC,10,munim2012
38,,29.7,AC,10,munim2012
39,,30.6,AC,10,munim2012
20,,15.1,AC,50,munim2012
21,,16.2,AC,50,munim2012
22,,17.2,AC,50,munim2012
23,,18.4,AC,50,munim2012
24,,19.5,AC,50,munim2012
25,,20.4,AC,50,munim2012
26,,21.7,AC,50,munim2012
27,,23.0,AC,50,munim2012
28,,23.7,AC,50,munim2012
29,,24.7,AC,50,munim2012
30,,25.9,AC,50,munim2012
31,,26.8,AC,50,munim2012
32,,28.0,AC,50,munim2012
33,,28.6,AC,50,munim2012
34,,29.7,AC,50,munim2012
35,,30.5,AC,50,munim2012
36,,31.4,AC,50,munim2012
37,,32.1,AC,50,munim2012
38,,32.5,AC,50,munim2012
39,,33.6,AC,50,munim2012
20,,16.1,AC,90,munim2012
21,,17.1,AC,90,munim2012
22,,18.5,AC,90,munim2012
23,,19.6,AC,90,munim2012
24,,20.8,AC,90,munim2012
25,,21.5,AC,90,munim2012
26,,22.9,AC,90,munim2012
27,,23.9,AC,90,munim2012
28,,24.9,AC,90,munim2012
29,,25.8,AC,90,munim2012
30,,27.3,AC,90,munim2012
31,,28.1,AC,90,munim2012
32,,29.1,AC,90,munim2012
33,,29.9,AC,90,munim2012
34,,30.9,AC,90,munim2012
35,,31.8,AC,90,munim2012
36,,32.8,AC,90,munim2012
37,,33.5,AC,90,munim2012
38,,34.8,AC,90,munim2012
39,,35.8,AC,90,munim2012
20,,16.5,AC,95,munim2012
21,,17.3,AC,95,munim2012
22,,18.8,AC,95,munim2012
23,,20.0,AC,95,munim2012
24,,20.9,AC,95,munim2012
25,,21.9,AC,95,munim2012
26,,23.5,AC,95,munim2012
27,,24.4,AC,95,munim2012
28,,25.6,AC,95,munim2012
29,,26.1,AC,95,munim2012
30,,28.2,AC,95,munim2012
31,,28.5,AC,95,munim2012
32,,29.6,AC,95,munim2012
33,,30.2,AC,95,munim2012
34,,31.2,AC,95,munim2012
35,,32.2,AC,95,munim2012
36,,33.1,AC,95,munim2012
37,,34.1,AC,95,munim2012
38,,35.7,AC,95,munim2012
39,,36.6,AC,95,munim2012
20,,3.0,FL,5,munim2012
21,,3.2,FL,5,munim2012
22,,3.3,FL,5,munim2012
23,,3.7,FL,5,munim2012
24,,4.1,FL,5,munim2012
25,,4.4,FL,5,munim2012
26,,4.6,FL,5,munim2012
27,,4.8,FL,5,munim2012
28,,5.0,FL,5,munim2012
29,,5.3,FL,5,munim2012
30,,5.3,FL,5,munim2012
31,,5.5,FL,5,munim2012
32,,5.8,FL,5,munim2012
33,,5.9,FL,5,munim2012
34,,6.1,FL,5,munim2012
35,,6.4,FL,5,munim2012
36,,6.5,FL,5,munim2012
37,,6.5,FL,5,munim2012
38,,6.6,FL,5,munim2012
39,,6.8,FL,5,munim2012
20,,3.1,FL,10,munim2012
21,,3.3,FL,10,munim2012
22,,3.6,FL,10,munim2012
23,,3.9,FL,10,munim2012
24,,4.2,FL,10,munim2012
25,,4.4,FL,10,munim2012
26,,4.6,FL,10,munim2012
27,,4.9,FL,10,munim2012
28,,5.1,FL,10,munim2012
29,,5.4,FL,10,munim2012
30,,5.4,FL,10,munim2012
31,,5.6,FL,10,munim2012
32,,5.9,FL,10,munim2012
33,,6.0,FL,10,munim2012
34,,6.3,FL,10,munim2012
35,,6.5,FL,10,munim2012
36,,6.6,FL,10,munim2012
37,,6.7,FL,10,munim2012
38,,6.7,FL,10,munim2012
39,,6.9,FL,10,munim2012
20,,3.3,FL,50,munim2012
21,,3.6,FL,50,munim2012
22,,3.9,FL,50,munim2012
23,,4.2,FL,50,munim2012
24,,4.4,FL,50,munim2012
25,,4.7,FL,50,munim2012
26,,5.0,FL,50,munim2012
27,,5.2,FL,50,munim2012
28,,5.4,FL,50,munim2012
29,,5.6,FL,50,munim2012
30,,5.8,FL,50,munim2012
31,,6.1,FL,50,munim2012
32,,6.3,FL,50,munim2012
33,,6.5,FL,50,munim2012
34,,6.7,FL,50,munim2012
35,,6.8,FL,50,munim2012
36,,7.0,FL,50,munim2012
37,,7.1,FL,50,munim2012
38,,7.3,FL,50,munim2012
39,,7.4,FL,50,munim2012
20,,3.6,FL,90,munim2012
21,,3.9,FL,90,munim2012
22,,4.1,FL,90,munim2012
23,,4.3,FL,90,munim2012
24,,4.7,FL,90,munim2012
25,,5.0,FL,90,munim2012
26,,5.3,FL,90,munim2012
27,,5.5,FL,90,munim2012
28,,5.7,FL,90,munim2012
29,,5.9,FL,90,munim2012
30,,6.2,FL,90,munim2012
31,,6.3,FL,90,munim2012
32,,6.5,FL,90,munim2012
33,,6.7,FL,90,munim2012
34,,6.9,FL,90,munim2012
35,,7.1,FL,90,munim2012
36,,7.3,FL,90,munim2012
37,,7.4,FL,90,munim2012
38,,7.6,FL,90,munim2012
39,,7.7,FL,90,munim2012
20,,3.7,FL,95,munim2012
21,,4.0,FL,95,munim2012
22,,4.2,FL,95,munim2012
23,,4.5,FL,95,munim2012
24,,4.7,FL,95,munim2012
25,,5.0,FL,95,munim2012
26,,5.3,FL,95,munim2012
27,,5.6,FL,95,munim2012
28,,5.9,FL,95,munim2012
29,,5.9,FL,95,munim2012
30,,6.2,FL,95,munim2012
31,,6.5,FL,95,munim2012
32,,6.6,FL,95,munim2012
33,,6.8,FL,95,munim2012
34,,7.0,FL,95,munim2012
35,,7.2,FL,95,munim2012
36,,7.4,FL,95,munim2012
37,,7.5,FL,95,munim2012
38,,7.7,FL,95,munim2012
39,,7.9,FL,95,munim2012
17,,3.5799999999999996,BPD,3,paladini2005
18,,3.84,BPD,3,paladini2005
19,,4.11,BPD,3,paladini2005
20,,4.37,BPD,3,paladini2005
21,,4.63,BPD,3,paladini2005
22,,4.89,BPD,3,paladini2005
23,,5.15,BPD,3,paladini2005
24,,5.4,BPD,3,paladini2005
25,,5.66,BPD,3,paladini2005
26,,5.91,BPD,3,paladini2005
27,,6.16,BPD,3,paladini2005
28,,6.4,BPD,3,paladini2005
29,,6.65,BPD,3,paladini2005
30,,6.890000000000001,BPD,3,paladini2005
31,,7.12,BPD,3,paladini2005
32,,7.35,BPD,3,paladini2005
33,,7.58,BPD,3,paladini2005
34,,7.8,BPD,3,paladini2005
35,,8.01,BPD,3,paladini2005
36,,8.22,BPD,3,paladini2005
37,,8.43,BPD,3,paladini2005
38,,8.629999999999999,BPD,3,paladini2005
39,,8.82,BPD,3,paladini2005
40,,9.0,BPD,3,paladini2005
17,,3.62,BPD,5,paladini2005
18,,3.8899999999999997,BPD,5,paladini2005
19,,4.16,BPD,5,paladini2005
20,,4.42,BPD,5,paladini2005
21,,4.6899999999999995,BPD,5,paladini2005
22,,4.96,BPD,5,paladini2005
23,,5.220000000000001,BPD,5,paladini2005
24,,5.4799999999999995,BPD,5,paladini2005
25,,5.74,BPD,5,paladini2005
26,,5.99,BPD,5,paladini2005
27,,6.24,BPD,5,paladini2005
28,,6.49,BPD,5,paladini2005
29,,6.7299999999999995,BPD,5,paladini2005
30,,6.970000000000001,BPD,5,paladini2005
31,,7.2,BPD,5,paladini2005
32,,7.43,BPD,5,paladini2005
33,,7.659999999999999,BPD,5,paladini2005
34,,7.88,BPD,5,paladini2005
35,,8.09,BPD,5,paladini2005
36,,8.3,BPD,5,paladini2005
37,,8.5,BPD,5,paladini2005
38,,8.690000000000001,BPD,5,paladini2005
39,,8.879999999999999,BPD,5,paladini2005
40,,9.05,BPD,5,paladini2005
17,,3.6700000000000004,BPD,10,paladini2005
18,,3.96,BPD,10,paladini2005
19,,4.24,BPD,10,paladini2005
20,,4.5200000000000005,BPD,10,paladini2005
21,,4.79,BPD,10,paladini2005
22,,5.0600000000000005,BPD,10,paladini2005
23,,5.33,BPD,10,paladini2005
24,,5.6,BPD,10,paladini2005
25,,5.86,BPD,10,paladini2005
26,,6.12,BPD,10,paladini2005
27,,6.37,BPD,10,paladini2005
28,,6.62,BPD,10,paladini2005
29,,6.87,BPD,10,paladini2005
30,,7.109999999999999,BPD,10,paladini2005
31,,7.340000000000001,BPD,10,paladini2005
32,,7.57,BPD,10,paladini2005
33,,7.790000000000001,BPD,10,paladini2005
34,,8.0,BPD,10,paladini2005
35,,8.209999999999999,BPD,10,paladini2005
36,,8.41,BPD,10,paladini2005
37,,8.6,BPD,10,paladini2005
38,,8.790000000000001,BPD,10,paladini2005
39,,8.97,BPD,10,paladini2005
40,,9.14,BPD,10,paladini2005
17,,3.7700000000000005,BPD,25,paladini2005
18,,4.07,BPD,25,paladini2005
19,,4.37,BPD,25,paladini2005
20,,4.67,BPD,25,paladini2005
21,,4.96,BPD,25,paladini2005
22,,5.24,BPD,25,paladini2005
23,,5.5200000000000005,BPD,25,paladini2005
24,,5.8,BPD,25,paladini2005
25,,6.07,BPD,25,paladini2005
26,,6.34,BPD,25,paladini2005
27,,6.590000000000001,BPD,25,paladini2005
28,,6.85,BPD,25,paladini2005
29,,7.090000000000001,BPD,25,paladini2005
30,,7.33,BPD,25,paladini2005
31,,7.56,BPD,25,paladini2005
32,,7.790000000000001,BPD,25,paladini2005
33,,8.0,BPD,25,paladini2005
34,,8.209999999999999,BPD,25,paladini2005
35,,8.41,BPD,25,paladini2005
36,,8.6,BPD,25,paladini2005
37,,8.78,BPD,25,paladini2005
38,,8.959999999999999,BPD,25,paladini2005
39,,9.120000000000001,BPD,25,paladini2005
40,,9.27,BPD,25,paladini2005
17,,3.88,BPD,50,paladini2005
18,,4.2,BPD,50,paladini2005
19,,4.5200000000000005,BPD,50,paladini2005
20,,4.83,BPD,50,paladini2005
21,,5.14,BPD,50,paladini2005
22,,5.4399999999999995,BPD,50,paladini2005
23,,5.7299999999999995,BPD,50,paladini2005
24,,6.0200000000000005,BPD,50,paladini2005
25,,6.3,BPD,50,paladini2005
26,,6.57,BPD,50,paladini2005
27,,6.840000000000001,BPD,50,paladini2005
28,,7.090000000000001,BPD,50,paladini2005
29,,7.340000000000001,BPD,50,paladini2005
30,,7.58,BPD,50,paladini2005
31,,7.81,BPD,50,paladini2005
32,,8.03,BPD,50,paladini2005
33,,8.24,BPD,50,paladini2005
34,,8.440000000000001,BPD,50,paladini2005
35,,8.629999999999999,BPD,50,paladini2005
36,,8.809999999999999,BPD,50,paladini2005
37,,8.98,BPD,50,paladini2005
38,,9.14,BPD,50,paladini2005
39,,9.290000000000001,BPD,50,paladini2005
40,,9.42,BPD,50,paladini2005
17,,3.9899999999999998,BPD,75,paladini2005
18,,4.33,BPD,75,paladini2005
19,,4.67,BPD,75,paladini2005
20,,5.0,BPD,75,paladini2005
21,,5.32,BPD,75,paladini2005
22,,5.64,BPD,75,paladini2005
23,,5.9399999999999995,BPD,75,paladini2005
24,,6.24,BPD,75,paladini2005
25,,6.529999999999999,BPD,75,paladini2005
26,,6.81,BPD,75,paladini2005
27,,7.08,BPD,75,paladini2005
28,,7.340000000000001,BPD,75,paladini2005
29,,7.590000000000001,BPD,75,paladini2005
30,,7.82,BPD,75,paladini2005
31,,8.05,BPD,75,paladini2005
32,,8.27,BPD,75,paladini2005
33,,8.48,BPD,75,paladini2005
34,,8.67,BPD,75,paladini2005
35,,8.85,BPD,75,paladini2005
36,,9.02,BPD,75,paladini2005
37,,9.18,BPD,75,paladini2005
38,,9.32,BPD,75,paladini2005
39,,9.45,BPD,75,paladini2005
40,,9.57,BPD,75,paladini2005
17,,4.08,BPD,90,paladini2005
18,,4.45,BPD,90,paladini2005
19,,4.8,BPD,90,paladini2005
20,,5.15,BPD,90,paladini2005
21,,5.49,BPD,90,paladini2005
22,,5.82,BPD,90,paladini2005
23,,6.13,BPD,90,paladini2005
24,,6.44,BPD,90,paladini2005
25,,6.74,BPD,90,paladini2005
26,,7.0200000000000005,BPD,90,paladini2005
27,,7.3,BPD,90,paladini2005
28,,7.56,BPD,90,paladini2005
29,,7.81,BPD,90,paladini2005
30,,8.05,BPD,90,paladini2005
31,,8.28,BPD,90,paladini2005
32,,8.49,BPD,90,paladini2005
33,,8.690000000000001,BPD,90,paladini2005
34,,8.879999999999999,BPD,90,paladini2005
35,,9.05,BPD,90,paladini2005
36,,9.209999999999999,BPD,90,paladini2005
37,,9.36,BPD,90,paladini2005
38,,9.49,BPD,90,paladini2005
39,,9.61,BPD,90,paladini2005
40,,9.709999999999999,BPD,90,paladini2005
17,,4.14,BPD,95,paladini2005
18,,4.5200000000000005,BPD,95,paladini2005
19,,4.89,BPD,95,paladini2005
20,,5.24,BPD,95,paladini2005
21,,5.59,BPD,95,paladini2005
22,,5.92,BPD,95,paladini2005
23,,6.25,BPD,95,paladini2005
24,,6.56,BPD,95,paladini2005
25,,6.859999999999999,BPD,95,paladini2005
26,,7.15,BPD,95,paladini2005
27,,7.43,BPD,95,paladini2005
28,,7.69,BPD,95,paladini2005
29,,7.95,BPD,95,paladini2005
30,,8.190000000000001,BPD,95,paladini2005
31,,8.41,BPD,95,paladini2005
32,,8.620000000000001,BPD,95,paladini2005
33,,8.82,BPD,95,paladini2005
34,,9.0,BPD,95,paladini2005
35,,9.17,BPD,95,paladini2005
36,,9.33,BPD,95,paladini2005
37,,9.47,BPD,95,paladini2005
38,,9.59,BPD,95,paladini2005
39,,9.7,BPD,95,paladini2005
40,,9.790000000000001,BPD,95,paladini2005
17,,4.18,BPD,97,paladini2005
18,,4.5600000000000005,BPD,97,paladini2005
19,,4.9399999999999995,BPD,97,paladini2005
20,,5.3,BPD,97,paladini2005
21,,5.65,BPD,97,paladini2005
22,,5.99,BPD,97,paladini2005
23,,6.32,BPD,97,paladini2005
24,,6.640000000000001,BPD,97,paladini2005
25,,6.94,BPD,97,paladini2005
26,,7.2299999999999995,BPD,97,paladini2005
27,,7.51,BPD,97,paladini2005
28,,7.779999999999999,BPD,97,paladini2005
29,,8.03,BPD,97,paladini2005
30,,8.27,BPD,97,paladini2005
31,,8.49,BPD,97,paladini2005
32,,8.709999999999999,BPD,97,paladini2005
33,,8.9,BPD,97,paladini2005
34,,9.08,BPD,97,paladini2005
35,,9.25,BPD,97,paladini2005
36,,9.4,BPD,97,paladini2005
37,,9.53,BPD,97,paladini2005
38,,9.65,BPD,97,paladini2005
39,,9.75,BPD,97,paladini2005
40,,9.84,BPD,97,paladini2005
17,,11.33,HC,3,paladini2005
18,,12.2,HC,3,paladini2005
19,,13.059999999999999,HC,3,paladini2005
20,,13.930000000000001,HC,3,paladini2005
21,,14.8,HC,3,paladini2005
22,,15.669999999999998,HC,3,paladini2005
23,,16.54,HC,3,paladini2005
24,,17.4,HC,3,paladini2005
25,,18.27,HC,3,paladini2005
26,,19.119999999999997,HC,3,paladini2005
27,,19.98,HC,3,paladini2005
28,,20.830000000000002,HC,3,paladini2005
29,,21.669999999999998,HC,3,paladini2005
30,,22.509999999999998,HC,3,paladini2005
31,,23.34,HC,3,paladini2005
32,,24.169999999999998,HC,3,paladini2005
33,,24.98,HC,3,paladini2005
34,,25.79,HC,3,paladini2005
35,,26.580000000000002,HC,3,paladini2005
36,,27.369999999999997,HC,3,paladini2005
37,,28.139999999999997,HC,3,paladini2005
38,,28.9,HC,3,paladini2005
39,,29.65,HC,3,paladini2005
40,,30.389999999999997,HC,3,paladini2005
17,,11.48,HC,5,paladini2005
18,,12.379999999999999,HC,5,paladini2005
19,,13.27,HC,5,paladini2005
20,,14.169999999999998,HC,5,paladini2005
21,,15.059999999999999,HC,5,paladini2005
22,,15.95,HC,5,paladini2005
23,,16.84,HC,5,paladini2005
24,,17.72,HC,5,paladini2005
25,,18.6,HC,5,paladini2005
26,,19.48,HC,5,paladini2005
27,,20.35,HC,5,paladini2005
28,,21.21,HC,5,paladini2005
29,,22.06,HC,5,paladini2005
30,,22.91,HC,5,paladini2005
31,,23.75,HC,5,paladini2005
32,,24.57,HC,5,paladini2005
33,,25.39,HC,5,paladini2005
34,,26.2,HC,5,paladini2005
35,,26.99,HC,5,paladini2005
36,,27.77,HC,5,paladini2005
37,,28.54,HC,5,paladini2005
38,,29.3,HC,5,paladini2005
39,,30.04,HC,5,paladini2005
40,,30.76,HC,5,paladini2005
17,,11.73,HC,10,paladini2005
18,,12.67,HC,10,paladini2005
19,,13.61,HC,10,paladini2005
20,,14.55,HC,10,paladini2005
21,,15.48,HC,10,paladini2005
22,,16.41,HC,10,paladini2005
23,,17.330000000000002,HC,10,paladini2005
24,,18.240000000000002,HC,10,paladini2005
25,,19.15,HC,10,paladini2005
26,,20.05,HC,10,paladini2005
27,,20.94,HC,10,paladini2005
28,,21.82,HC,10,paladini2005
29,,22.69,HC,10,paladini2005
30,,23.55,HC,10,paladini2005
31,,24.39,HC,10,paladini2005
32,,25.23,HC,10,paladini2005
33,,26.05,HC,10,paladini2005
34,,26.860000000000003,HC,10,paladini2005
35,,27.65,HC,10,paladini2005
36,,28.43,HC,10,paladini2005
37,,29.189999999999998,HC,10,paladini2005
